Ticker,Name,Price,30 Day Price Change,Drug,NCT Number,Indication,Stage,Status,Next Catalyst,Catalyst Date,Catalyst,Conference,Historical LOA,Historical POP,Bullish or Bearish,Market Cap,Last Updated,No Of Shares
KYMR,Kymera Therapeutics Inc.,79.0675,83.59; 82.71; 86.26; 84.63; 86.08; 84.1; 83.55; 85.59; 84.5; 82.21; 79.67; 78.14; 80.65; 80.61; 78.89; 80.77; 81.7; 81.46; 81.42,KT-579 (IRF5),,Rheumatic and other autoimmune diseases,phase1,Trial Planned,Initial Data,2026-12-31,"Preclinical data showed that KT-579 reduced autoimmune symptoms and disease, underscoring the transformative potential of targeted protein degradation to address pathogenic functions, noted October 27, 2025. Phase 1 clinical trial planned in 1Q 2026 with data expected in 2H 2026.",,12.85,63.27,Bull -% / Neutral -% / Bear -%,6503901839,2026-02-26 08:32:06,82257588
CGEM,Cullinan Therapeutics Inc.,16.3400,15.34; 14.94; 14.99; 14.72; 14.55; 14.73; 16.15; 16.33; 16.15; 15.73; 14.87; 14.175; 14.33; 13.98; 13.84; 15.46; 15.52; 15.36; 16.44,CLN-978 - (OUTRACE SjD),NCT07041099,Sjögren's disease,phase1,Ongoing,Initial Data,2026-12-31,Phase 1 study ongoing with initial data expected 4Q 2026.,,14.11,62.47,Bull -% / Neutral -% / Bear -%,1004224472,2026-05-07 07:33:20,61458046
IDYA,IDEAYA Biosciences Inc.,28.8600,28.9; 28.8; 28.74; 28.24; 28.32; 28.13; 28.12; 28.9; 28.84; 28.21; 28.32; 28.32; 29.65; 29.54; 29.1; 29.35; 29.28; 29.34; 29.47,IDE849,,"Solid Tumors, small cell lung cancer (SCLC)",phase1,Enrollment Initiation,Conference Presentation,2026-12-31,"Phase 1 first patient in announced on March 30, 2026. Phase 1 data due in 2H 2026.",,9.87,60.87,Bull -% / Neutral -% / Bear -%,2535666151,2026-05-05 07:15:27,87860920
ARVN,Arvinas Inc.,8.6850,10.78; 10.61; 10.26; 10.19; 10.11; 9.66; 9.57; 9.87; 9.42; 9.08; 8.78; 8.55; 9.1; 9.1; 9.09; 8.92; 8.85; 8.84; 8.98,ARV-806,NCT07023731,Solid Tumors,phase1,Trial Planned,Initial Data,2026-12-31,"Data due in 2026. IND filing to the FDA is ongoing, FDA clearance expected. Preclinical data presented at AACR-NCI-EORTC demonstrated robust and durable KRAS G12D degradation, leading to significant tumor growth inhibition in models of pancreatic, colorectal, and lung cancer, noted October 24, 2025.",,9.87,60.87,Bull -% / Neutral -% / Bear -%,560366605,2026-05-12 07:34:23,64521198
VYGR,Voyager Therapeutics Inc.,3.7650,3.88; 3.9; 4.17; 3.96; 4.05; 4.12; 4.15; 4.15; 4.24; 3.765; 3.53; 3.48; 3.5; 3.68; 3.8; 3.83; 3.93; 3.9; 3.87,VY7523,,Alzheimer's disease (AD),phase1,Ongoing,Initial Data,2026-12-31,"Trial ongoing with data due in 2H 2026. Preclinical data reduced tau spread in the model, as did a third-party mid-domain antibody that has been shown to reduce tau accumulation in a clinical trial, noted March 31, 2025. IND",,10.76,60.67,Bull -% / Neutral -% / Bear -%,227486146,2026-05-08 08:42:44,60421287
ABBV,AbbVie Inc.,212.2450,208.16; 206.11; 205.03; 202.71; 201.55; 202.78; 207.86; 208.5; 210.77; 210.39; 209.41; 213.76; 212.3; 214.5; 215.7; 213.12; 215.4; 218.63; 217.72,ABBV-969,NCT06318273,Metastatic castration-resistant prostate cancer (mCRPC),phase1,Ongoing,Interim Data,2026-12-31,"Presentation at AACR on April 27, 2025. Additional data due in 2026.",,9.87,60.87,Bull -% / Neutral -% / Bear -%,374992942293,2026-02-05 13:43:56,1766792821
PRQR,ProQR Therapeutics N.V.,1.4800,1.64; 1.63; 1.72; 1.58; 1.58; 1.61; 1.6; 1.7; 1.65; 1.59; 1.51; 1.43; 1.43; 1.44; 1.56; 1.57; 1.56; 1.57; 1.58,AX-2911,,PNPLA3 for MASH,phase1,Trial Planned,Interim Data,2026-12-31,Clinical candidate selection in 2025 with Phase 1 clinical trial initiation and topline data expected 2026.,,13.08,63.32,Bull -% / Neutral -% / Bear -%,155934375,2025-11-06 12:19:46,105361064
ALXO,ALX Oncology Holdings Inc.,1.8150,1.88; 1.93; 2.09; 1.87; 2.08; 2.08; 2.03; 2.03; 2.04; 2.03; 2; 1.96; 1.99; 1.99; 1.98; 1.93; 1.96; 1.89; 1.9,ALX2004,NCT07085091,Solid Tumors,phase1,Ongoing,Interim Data,2026-12-31,"Phase 1 data due in 2H 2026. IND cleared by the FDA, noted April 8, 2025.Phase 1 first patient dosed August 19, 2025.",,9.87,60.87,Bull -% / Neutral -% / Bear -%,244231694,2026-05-08 10:17:31,134562917
VXRT,Vaxart Inc.,0.6290,0.75775; 0.755; 0.745; 0.74; 0.7; 0.652; 0.6775; 0.6897; 0.6503; 0.68; 0.62745; 0.61; 0.61; 0.67911; 0.644775; 0.6325; 0.6363; 0.66155; 0.645,Norovirus Vaccine (OLE),,Norovirus Vaccine,phase1,Data Released,Conference Presentation,2026-12-31,"Results to be discussed at medical meetings in 2026. Phase 1 study commenced, noted March 12, 2025. Phase 1 study enrollment completed, noted April 30, 2025. Phase 1 data reported statistically significant increases in GI.1 and GII.4 norovirus blocking antibodies (141% and 94%, respectively) , noted June 11, 2025.",,19.76,67.27,Bull -% / Neutral -% / Bear -%,152201024,2026-05-08 02:32:48,241973011
ARGX,argenx SE,837.4750,811.09; 794.7; 807.55; 787.31; 782.17; 813.28; 812.81; 802.7; 822.13; 799.32; 776.26; 797.77; 804.25; 816.22; 806.46; 808.43; 820.63; 838.49; 835.99,Empasiprubart (ARGX-117),,Dermatomyositis (DM),phase1,Ongoing,Topline Data,2026-12-31,Proof of concept studies ongoing with topline data due in 2H 2026.,,12.85,63.27,Bull -% / Neutral -% / Bear -%,51976117128,2025-11-10 05:52:28,62062888
ALNY,Alnylam Pharmaceuticals Inc.,299.1275,297.925; 301.11; 303; 295.91; 295.05; 284.84; 292.03; 291.48; 293.45; 286.98; 286.27; 294.3; 298.48; 300.51; 297.45; 295.5; 295.63; 305.06; 301.98,ALN-6400,,"Bleeding disorder, hereditary hemorrhagic telangiectasia",phase1,Ongoing,,2026-12-31,Phase 1 healthy volunteer data due in 2H 2026. Phase 2 trial planned for 1H 2026.,,17.51,65.52,Bull -% / Neutral -% / Bear -%,39937282180,2026-01-11 18:50:45,133512573
NKTX,Nkarta Inc.,3.1990,3.02; 3.08; 3.32; 3.15; 3.19; 3.18; 3.28; 3.06; 2.81; 2.64; 2.68; 2.68; 2.8; 3.03; 3.03; 3.06; 3.19; 3.3; 3.25,NKX019 - (Ntrust-2),NCT06733935,Myasthenia gravis (MG),phase1,IND Clearance,Initial Data,2026-12-31,"IND cleared December 5, 2024. Clinical data due in 2026.",,12.85,63.27,Bull 100% / Neutral 0% / Bear 0%,228873600,2026-03-25 17:13:36,71545358
RXRX,Recursion Pharmaceuticals Inc.,3.6050,3.52; 3.37; 3.43; 3.27; 3.32; 3.26; 3.15; 3.05; 3.04; 2.93; 2.89; 2.85; 2.96; 3.11; 3.01; 2.97; 3.17; 3.44; 3.59,REC-3565 - (EXCELERIZE),,B-Cell Malignancies,phase1,Enrollment Initiation,Initial Data,2026-12-31,"Early Phase 1 safety and PK monotherapy data expected in 2H 2026. Phase 1 trial first patient dosed April 8, 2025.",,9.87,60.87,Bull -% / Neutral -% / Bear -%,1910308242,2025-08-05 09:06:30,529905199
IDYA,IDEAYA Biosciences Inc.,28.8600,28.9; 28.8; 28.74; 28.24; 28.32; 28.13; 28.12; 28.9; 28.84; 28.21; 28.32; 28.32; 29.65; 29.54; 29.1; 29.35; 29.28; 29.34; 29.47,IDE034,,B7H3/PTK7 solid tumors,phase1,Enrollment Initiation,Interim Data,2026-12-31,"Phase 1 trial initiated February 25, 2026. Phase 1 update due in 2026.",,9.87,60.87,Bull -% / Neutral -% / Bear -%,2535666151,2026-05-05 07:13:14,87860920
XNCR,Xencor Inc.,11.7800,13.36; 12.85; 13.01; 12.31; 12.86; 12.79; 12.44; 12.38; 11.88; 11.22; 11.06; 10.41; 11.32; 11.27; 11.31; 11.63; 11.72; 11.97; 11.88,XmAb657,NCT07284797,Idiopathic inflammatory myopathies (IIM),phase1,Ongoing,Interim Data,2026-12-31,Phase 1 update due 2H 2026.,,12.85,63.27,Bull -% / Neutral -% / Bear -%,873388001,2026-05-06 17:05:44,74141596
TGTX,TG Therapeutics Inc.,37.6800,35.705; 36.1; 41.97; 43.025; 42.86; 43.14; 42.54; 42.65; 40.79; 39.5; 39.48; 39.43; 39.76; 39.24; 38.87; 39.73; 39.2; 38.82; 37.94,Azercabtagene Zapreleucel (azer-cel),NCT06680037,Progressive MS,phase1,Enrollment Initiation,Initial Data,2026-12-31,"Phase 1 initial data expected 2H 2026. Phase 1 trial to be initiated in 2024. IND cleared August 6, 2024.",,10.76,60.67,Bull -% / Neutral -% / Bear -%,5768189294,2026-05-06 07:25:29,153083580
DTIL,Precision BioSciences Inc.,7.3000,7.63; 7.45; 7.52; 7.48; 7.69; 7.86; 8.2; 8.34; 8.11; 7.27; 6.96; 6.9; 7.18; 7.15; 7.23; 7.58; 7.59; 6.92; 6.97,Azercabtagene Zapreleucel (azer-cel),NCT06680037,Progressive MS,phase1,Enrollment Initiation,Initial Data,2026-12-31,"Phase 1 initial data expected 2H 2026. Phase 1 trial to be initiated in 2024. IND cleared August 6, 2024.",,10.76,60.67,Bull -% / Neutral -% / Bear -%,188356403,2026-05-06 07:25:29,25802247
BMY,Bristol-Myers Squibb Company,54.7350,57.38; 56.95; 56.59; 56.25; 56.16; 55.67; 56.45; 56.39; 56.77; 57; 57.31; 58.31; 58.54; 59.55; 59.46; 58.03; 57.52; 56.91; 57.18,PRMT5i,NCT06130553,Advanced solid tumors,phase1,Ongoing,Initial Data,2026-12-31,Phase 1 is ongoing with early stage data now expected in 2026.,,9.87,60.87,Bull -% / Neutral -% / Bear -%,111772769705,2026-01-02 17:25:23,2042071247
ARVN,Arvinas Inc.,8.6850,10.78; 10.61; 10.26; 10.19; 10.11; 9.66; 9.57; 9.87; 9.42; 9.08; 8.78; 8.55; 9.1; 9.1; 9.09; 8.92; 8.85; 8.84; 8.98,ARV-393,NCT06393738,B-cell lymphoma,phase1,Data Released,Interim Data,2026-12-31,"Phase 1 updated clinical data to be shared at a medical congress in 2H 2026. Phase 1 initial data presented at ASH reported that ARV-393 (3 mg/kg) combined with glofitamab (0.15 mg/kg) achieved 81% TGI with concomitant dosing and 91% TGI with sequential dosing (ARV-393 followed by glofitamab), versus 38% for single-agent ARV-393 and 36% for glofitamab alone., noted December 6, 2025.",,9.87,60.87,Bull -% / Neutral -% / Bear -%,560366605,2026-05-29 13:48:37,64521198
DAWN,Day One Biopharmaceuticals Inc.,21.5300,,MTX-13 (DAY301),,Solid Tumors,phase1,Enrollment Initiation,Initial Data,2026-12-31,IND cleared April 2024. Phase 1/2 first cohort cleared in January 2025. Phase 1a initial data due in 2H 2026.,,9.87,60.87,Bull -% / Neutral -% / Bear -%,2223999287,2026-01-11 19:27:41,103297691
MOLN,Molecular Partners AG,4.1999,4.406611; 4.25; 4.2854; 4.1; 4.1; 4.1301; 4.0401; 4; 3.84; 3.84; 3.8; 3.74; 3.74; 3.8; 4.18; 4.05; 4.04; 4.0028; 4.1999,[212Pb] Pb-MP0712,NCT07278479,Small-cell lung cancer (SCLC) and other DLL3+ neuroendocrine tumors,phase1,Ongoing,Initial Data,2026-12-31,"Phase 1 initial data due in 2026. Preclinical data  presented at AACR reported an attractive biodistribution profile, noted April 20, 2026.",,9.87,60.87,Bull -% / Neutral -% / Bear -%,169520963,2026-06-01 08:23:35,40363095
ERAS,Erasca Inc.,14.7150,10.14; 9.99; 10.9; 10.4; 10.12; 10.44; 10.38; 10.46; 10.37; 10.23; 10.27; 10.32; 11.12; 11.605; 11.24; 11.5; 12.47; 12.2; 12.84,ERAS-4001 - (BOREALIS-1),,KRASm solid tumors,phase1,IND Clearance,,2026-12-31,"IND clearance announced on June 2, 2025. Phase 1 data due in 2H 2026. Monotherapy expansion cohorts and combination dose escalation cohorts planned for 2027.",,9.87,60.87,Bull -% / Neutral -% / Bear -%,4576137536,2026-05-12 14:28:45,310984542
ERAS,Erasca Inc.,14.7150,10.14; 9.99; 10.9; 10.4; 10.12; 10.44; 10.38; 10.46; 10.37; 10.23; 10.27; 10.32; 11.12; 11.605; 11.24; 11.5; 12.47; 12.2; 12.84,ERAS-4001,,RASm solid tumors,phase1,Ongoing,Initial Data,2026-12-31,Preclinical development ongoing. IND due in 2Q 2025. Phase 1 data due in 2H 2026.,,9.87,60.87,Bull -% / Neutral -% / Bear -%,4576137536,2026-05-12 14:29:02,310984542
PFE,Pfizer Inc.,25.6550,25.8668709306779; 26.01440061279203; 26.09308310991957; 26.04390654921486; 25.68; 25.81; 25.87; 25.96; 25.75; 25.33; 25.33; 25.66; 25.79; 25.95; 25.9; 25.85; 26.21; 26.14; 26.18,Mevrometostat (PF-06821497) - (MEVPRO-1),,Castration-resistant prostate cancer (CRPC),phase1,Data Released,Interim Data,2026-12-31,"Data due in 2026. Phase 1 data due at ASCO on June 2, 2025. Phase 1 results presented at ASCO GU on February 15, 2025. Phase 1 data from ASCO abstract reported that the OR rate (95% CI) was 27.3% (10.7, 50.2), including 1 complete and 5 partial responses, noted May 23, 2024. Phase 3 trial planned for 1H 2025.",,9.87,60.87,Bull -% / Neutral -% / Bear -%,146219240156,2026-02-03 09:29:41,5699444169
CLYM,Climb Bio Inc.,11.8500,9.69; 11.45; 12.22; 11.91; 11.37; 11.12; 11.17; 11.41; 11.33; 10.8; 9.88; 9.65; 10.52; 10.91; 11; 11.39; 11.96; 11.34; 10.96,Budoprutug (TNT119) - (PrisMN),NCT07096843,Membranous nephropathy,phase1,Ongoing,Initial Data,2026-12-31,"FDA granted Fast Track Designation, noted April 7, 2026. Phase 1 ongoing with initial data expected 4Q 2026. Phase 1 ongoing, acquired by Eliem from Tenet Medicines, noted April 11, 2024. Phase 1b OLE data presented at the American Society of Nephrology Kidney Week on October 24, 2024.",,12.85,63.27,Bull -% / Neutral -% / Bear -%,678566823,2026-05-05 13:24:01,57263023
NXTC,NextCure Inc.,4.5100,8.92; 9.32; 10.72; 10.18; 9.76; 9.78; 9.78; 9.8; 10.25; 9.74; 9.25; 9.13; 9.645; 10.2; 7.83; 7.02; 6.07; 6.4; 6.2,LNCB74,NCT06774963,B7-H4 expressing cancers,phase1,Ongoing,Interim Data,2026-12-31,"Phase 1 data due in 2H 2026. Phase 1 dosing commenced, noted January 10, 2024. Cohort 3 to be initiated in 2H 2025.",,9.87,60.87,Bull 100% / Neutral 0% / Bear 0%,16290553,2026-05-08 07:38:47,3612096
KTTA,Pasithea Therapeutics Corp.,0.7062,0.8466; 0.85; 0.8499; 0.84; 0.7953; 0.7912; 0.7801; 0.785; 0.7942; 0.7801; 0.77; 0.7026; 0.722; 0.721; 0.6998; 0.6801; 0.6929; 0.6952; 0.7153,PAS-004,NCT06961565,Neurofibromatosis Type 1 (NF1) and solid tumors,phase1,Data Released,Interim Data,2026-12-31,"Rare Pediatric Disease Designation granted by the FDA, noted April 20, 2026. Fast track designation granted by the FDA, noted April 1, 2026. Phase 1/1b efficacy data to be shared in 2H 2026. Phase 1 data reported a partial response observed in a MEK-rechallenge 3rd-line melanoma, with 71.4% (5 of 7) of patients identified with BRAF-mutated tumors achieved stable disease or partial response, noted November 20, 2025.",,9.87,60.87,Bull -% / Neutral -% / Bear -%,23597283,2026-04-20 07:23:57,33414448
IMNM,Immunome Inc.,21.2900,23.33; 23.11; 23.27; 22.19; 22.44; 23; 22.69; 22.2; 22.02; 20.88; 19.9; 19.66; 21.53; 22.96; 21.66; 21.91; 22.11; 22.54; 21.83,IM-1021,,Advanced B-cell lymphomas and advanced solid tumors,phase1,Ongoing,Initial Data,2026-12-31,"Phase 1 data due in 2026. Phase 1 trial ongoing, with first patient dosed February 2025.",,12.85,63.27,Bull -% / Neutral -% / Bear -%,2411100888,2025-11-07 12:01:17,113250394
GTBP,GT Biopharma Inc.,0.4427,0.3825; 0.3801; 0.4027; 0.3895; 0.3752; 0.3429; 0.3226; 0.3127; 0.4389; 0.3939; 0.3643; 0.43; 0.4193; 0.433; 0.44; 0.392; 0.3953; 0.4454; 0.4782,GTB-5550 TriKE,NCT07541573,Solid tumors,phase1,Ongoing,,2026-12-31,"IND cleared by the FDA, noted February 3, 2026. Phase 1 first patient dosed May 14, 2026. Phase 1 update due in 2H 2026.",,9.87,60.87,Bull -% / Neutral -% / Bear -%,15965048,2026-05-15 12:49:25,36062904
APGE,Apogee Therapeutics Inc.,80.5900,83.55; 83.29; 84.54; 81.81; 83.03; 84.6; 82.93; 83.94; 83.91; 81.14; 78.75; 78.27; 81.39; 82.43; 81.16; 82.81; 77.75; 77.82; 82.14,APG279 (zumilokibart (APG777) +APG990),NCT07027527,Atopic dermatitis (AD),phase1,Ongoing,Interim Data,2026-12-31,"Phase 1b head-to-head trial of APG279 vs. DUPIXENT in moderate-to-severe AD expanded to 80 patients, readout expected 2H 2026.",,12.85,63.27,Bull -% / Neutral -% / Bear -%,6075629731,2026-05-11 07:49:42,75389375
VRDN,Viridian Therapeutics Inc.,16.8000,14.06; 18.75; 17.53; 17; 16.61; 17.2; 16.86; 17.04; 17.43; 16.82; 16.1; 15.97; 17.63; 17.69; 17.24; 17; 17.26; 17.45; 17.62,VRDN-008,,IgG suppression and provide a potentially best-in-class subcutaneous option for patients,phase1,IND Clearance,Initial Data,2026-12-31,IND for VRDN-008 (FcRn-inhibitor) submitted Dec 2025; HV phase 1 data expected 2H 2026.,,12.85,63.27,Bull -% / Neutral -% / Bear -%,1731655632,2026-01-06 07:26:31,103074740
KURA,Kura Oncology Inc.,9.3200,9.25; 9.29; 9.56; 9.32; 9.42; 9.51; 9.68; 9.48; 9.74; 9.22; 9.2; 8.96; 10.34; 11.13; 11.25; 10.41; 10.24; 9.97; 10.2,ziftomenib in combination with gilteritinib (KOMET-008),NCT06001788,FLAG-IDA or LDAC for the treatment of NPM1-mutant or KMT2A-rearranged acute myeloid leukemia (AML),phase1,Enrollment Initiation,Initial Data,2026-12-31,"Phase 1 preliminary data due in 2H 2026. Phase 1 dosing initiated, noted February 26, 2024.",,9.87,60.87,Bull -% / Neutral -% / Bear -%,827377082,2026-03-05 08:31:10,88774365
ARVN,Arvinas Inc.,8.6850,10.78; 10.61; 10.26; 10.19; 10.11; 9.66; 9.57; 9.87; 9.42; 9.08; 8.78; 8.55; 9.1; 9.1; 9.09; 8.92; 8.85; 8.84; 8.98,ARV-102,,Parkinson's Disease in Healthy Volunteers,phase1,Data Released,Interim Data,2026-12-31,"Phase 1b study planned to commence in 2H 2026, pending regulatory feedback. Phase 1 additional biomarker data in PD expected 2H 2026. Phase 1 data reported that ARV-102 demonstrated approximately 50% or greater reduction of LRRK2 in cerebrospinal fluid (CSF) at all doses by day 14 and maintained the reduction through day 28 in patients with Parkinson's disease, noted March 18, 2026.",,10.76,60.67,Bull -% / Neutral -% / Bear -%,560366605,2026-05-29 13:46:18,64521198
KRYS,Krystal Biotech Inc.,303.9400,286.95; 284.57; 288.99; 296.7; 305.71; 312.88; 310.31; 312.58; 316.3; 306.29; 291.75; 293.3; 302.05; 304.23; 299.45; 302.68; 306.63; 310.3; 309.03,KB707 - (OPAL-1),NCT05970497,Relapsed/refractory locally advanced or metastatic melanoma,phase1,Ongoing,Interim Data,2026-12-31,Fast track designation granted in July 2023. Enrollment ongoing. Update due in 2026.,,9.87,60.87,Bull -% / Neutral -% / Bear -%,8960077039,2026-01-11 20:12:47,29479756
KYTX,Kyverna Therapeutics Inc.,8.3550,9; 9.21; 9.47; 9.3; 9.35; 10.34; 10.23; 10.78; 10.74; 9.49; 8.54; 8.7; 8.57; 8.9; 8.67; 8.61; 8.59; 8.65; 8.52,KYV-101,NCT05938725,Refractory Lupus Nephritis,phase1,Ongoing,Interim Data,2026-12-31,"Phase 1 presented at EULAR on June 14, 2024. Additional Phase 1 data due in 2026.",,12.85,63.27,Bull -% / Neutral -% / Bear -%,507943996,2026-01-04 22:35:59,60795212
VRDN,Viridian Therapeutics Inc.,16.8000,14.06; 18.75; 17.53; 17; 16.61; 17.2; 16.86; 17.04; 17.43; 16.82; 16.1; 15.97; 17.63; 17.69; 17.24; 17; 17.26; 17.45; 17.62,VRDN-006,,"Healthy volunteers, autoimmune diseases",phase1,Data Released,Interim Data,2026-12-31,"Development plans due in 2026. IND submitted in December 2024. Phase 1 data demonstrated IgG reduction and spared albumin and LDL, noted September 15, 2025.",,12.85,63.27,Bull -% / Neutral -% / Bear -%,1731655632,2026-01-06 07:32:55,103074740
CRSP,CRISPR Therapeutics AG,54.7100,53.58; 52.38; 55.08; 52.42; 54.83; 54.01; 52.83; 52.75; 50.45; 48.41; 48.56; 47.59; 48.55; 49.9; 50.36; 51.59; 53.53; 56.38; 56.18,CTX310,,"Mixed dyslipidemias, homozygous familial hypercholesterolemia, and severe hypertriglyceridemia",phase1,Data Released,Interim Data,2026-12-31,"Phase 1 update due in 2H 2026. Phase 1 data shared at AHA reported a mean reduction from baseline of -73% (maximum -89%), a mean reduction in triglycerides (TG) of -55% (maximum -84%), and a mean reduction of low-density lipoprotein (LDL) of -49% (maximum -87%) at the highest dose, noted November 8, 2025. Phase 1 trial data continues to demonstrate dose-dependent reductions in triglycerides (TG) and low-density lipoprotein (LDL), with peak reduction of up to 82% in TG and up to 86% in LDL, with a well-tolerated safety profile, noted June 26, 2025.",,10.76,60.82,Bull 100% / Neutral 0% / Bear 0%,5276713410,2026-05-05 08:42:42,96448792
CRBP,Corbus Pharmaceuticals Holdings Inc.,7.7950,10.52; 10.67; 10.92; 10.87; 10.96; 11.04; 11.43; 12.15; 11.98; 11.03; 9.95; 9.15; 9.73; 11.51; 11.35; 7.91; 7.82; 7.64; 7.91,CRB-701 (SYS6002) with Pembrolizumab,NCT06265727,"Solid tumors, Locally advanced or metastatic urothelial carcinoma",phase1,Data Released,Interim Data,2026-12-31,"Phase 1 data expected 4Q 2026. Phase 1 data reported a 3.6 mg/kg dose generated ORR of 47.6% in HNSCC, 37.5% in cervical cancer and 55.6% in mUC, noted October 20, 2025.",,9.87,60.87,Bull -% / Neutral -% / Bear -%,144424162,2026-04-07 09:31:46,18527795
AZN,AstraZeneca PLC,180.8200,183.46; 181.24; 184.92; 182.52; 182.85; 181.86; 184.54; 187.72; 184.96; 181.58; 183.92; 184.64; 187.46; 189.75; 187.03; 187.19; 185.65; 185.33; 185.67,Surovatamig (AZD0486),NCT04594642,Relapsed/refractory (R/R) B-cell non-Hodgkin lymphoma (NHL),phase1,Ongoing,Initial Data,2026-12-31,"Updated Phase I data presented at ASH 2024 on December 9, 2024. Phase 1 data due in 2H 2026.",,9.87,60.87,Bull -% / Neutral -% / Bear -%,560754552489,2026-04-29 09:50:34,3101451738
BCRX,BioCryst Pharmaceuticals Inc.,8.5550,9.2; 9.03; 8.83; 8.9; 8.62; 8.58; 8.8; 9.6; 9.57; 9.02; 8.97; 8.77; 8.74; 8.37; 8.29; 8.47; 9.12; 9.1; 8.91,BCX17725,NCT06539507,Netherton syndrome,phase1,Ongoing,Initial Data,2026-12-31,"Phase 1 trial initiated, noted October 2, 2024. Phase 1 data from this program in up to 12 patients by the end of 2026.",,14.11,62.47,Bull -% / Neutral -% / Bear -%,2174361556,2026-05-06 07:51:17,254162660
NKTX,Nkarta Inc.,3.1990,3.02; 3.08; 3.32; 3.15; 3.19; 3.18; 3.28; 3.06; 2.81; 2.64; 2.68; 2.68; 2.8; 3.03; 3.03; 3.06; 3.19; 3.3; 3.25,NKX019,NCT05020678,Non-Hodgkin lymphoma (NHL),phase1,Data Released,Conference Presentation,2026-12-31,"Data to be presented at a conference in 2026. No further NKX019 development in lymphoma planned, noted November 7, 2024. Phase 1 data reported that 4 patients who were retreated and re-entered complete response (CR), demonstrating the safety and encouraging effectiveness (4/4 CR) of retreatment, noted August 13, 2024.",,9.87,60.87,Bull -% / Neutral -% / Bear -%,228873600,2026-03-25 17:13:25,71545358
NKTX,Nkarta Inc.,3.1990,3.02; 3.08; 3.32; 3.15; 3.19; 3.18; 3.28; 3.06; 2.81; 2.64; 2.68; 2.68; 2.8; 3.03; 3.03; 3.06; 3.19; 3.3; 3.25,NKX019 - (Ntrust-1),NCT06557265,Lupus nephritis,phase1,Enrollment Initiation,Initial Data,2026-12-31,"IND cleared October 17, 2023. First patient dosed June 27, 2024. Clinical trial data due in 2026.",,12.85,63.27,Bull 100% / Neutral 0% / Bear 0%,228873600,2026-03-25 17:13:52,71545358
ACRV,Acrivon Therapeutics Inc.,1.5800,2.17; 2.08; 2.09; 2.03; 1.98; 1.91; 1.89; 1.92; 1.92; 1.77; 1.65; 1.6; 1.76; 1.79; 1.75; 1.67; 1.66; 1.63; 1.6,ACR-2316,NCT06667141,"Dual WEE1 and PKMYT1 inhibitor, Solid tumors",phase1,Ongoing,Interim Data,2026-12-31,"Phase 1/2 additional clinical data for weekly and bi-weekly dosing regimens and transition into dose expansion in AP3-identified tumor types in 2026, noted May 13, 2026. Phase 1 presentation at AACR on April 20, 2026. Phase 1 established oral dosing, favorable tolerability, and tumor shrinkage with partial responses across multiple solid tumors, noted January 8, 2026.",,9.87,60.87,Bull 0% / Neutral 100% / Bear 0%,67626732,2026-05-13 16:43:41,42801729
KRYS,Krystal Biotech Inc.,303.9400,286.95; 284.57; 288.99; 296.7; 305.71; 312.88; 310.31; 312.58; 316.3; 306.29; 291.75; 293.3; 302.05; 304.23; 299.45; 302.68; 306.63; 310.3; 309.03,KB408 - (SERPENTINE-1),NCT06049082,Alpha-1 antitrypsin deficiency (AATD),phase1,Data Released,Interim Data,2026-12-31,"Update due in 2026. Krystal Biotech expanded its ongoing KB408 Phase 1 trial based on initial promising data and expects results in 1H 2026, noted February 19, 2025. Phase 1 trial dosing initiated, noted February 26, 2024. IND cleared September 21, 2023.",,14.11,62.47,Bull -% / Neutral -% / Bear -%,8960077039,2026-01-11 20:12:20,29479756
AUTL,Autolus Therapeutics plc,1.8350,1.57; 1.64; 1.7; 1.61; 1.57; 1.58; 1.6; 1.71; 1.59; 1.63; 1.8; 1.63; 1.62; 1.65; 1.7; 1.68; 1.68; 1.77; 1.87,Obe-cel - (CARLYSLE),NCT06333483,Systemic Lupus Erythematosus (SLE),phase1,Data Released,,2026-12-31,"Phase 1 update due in 2026. Phase 1 data from ASH reported that at the 50M dose, three patients (50%) achieved CRR and five patients (83%) achieved DORIS with a median onset of 5.1 months, noted December 8, 2025. Phase 1 data from R&D event reported that three patients had complete renal response, all by month three, noted April 24, 2025.",,12.85,63.27,Bull 67% / Neutral 33% / Bear 0%,488395867,2026-03-27 07:33:35,266155786
KRYS,Krystal Biotech Inc.,303.9400,286.95; 284.57; 288.99; 296.7; 305.71; 312.88; 310.31; 312.58; 316.3; 306.29; 291.75; 293.3; 302.05; 304.23; 299.45; 302.68; 306.63; 310.3; 309.03,KB707 - (KYANITE-1),NCT06228326,Solid Tumors,phase1,Data Released,Interim Data,2026-12-31,"Update due in 2026. End of Phase 1/2 meeting granted by the FDA, noted August 21, 2025. IND accepted by the FDA, noted July 26, 2023. The FDA cleared IND and granted fast-track designation on February 13, 2024. Phase 1 initial data reported an objective response rate (ORR) of 27% and disease control rate (DCR) of 73%, noted December 18, 2024.",,9.87,60.87,Bull -% / Neutral -% / Bear -%,8960077039,2026-02-10 09:22:34,29479756
